时间,价格,平台Steam参考价格,在售数量,求购最高价,求购数量
2024/6/13 21:52,14200,14411.55,891,13880,21
2024/6/13 22:51,14200,14484.02,892,13880,21
2024/6/13 23:52,14200,14484.02,891,13890,25
2024/6/14 0:53,14200,14484.02,890,13890,25
2024/6/14 1:51,14200,14484.02,891,13900,26
2024/6/14 2:53,14200,14484.02,893,13900,26
2024/6/14 3:52,14200,14484.02,893,13900,26
2024/6/14 4:52,14200,14484.02,893,13910,27
2024/6/14 5:54,14200,14484,895,13910,27
2024/6/14 6:54,14200,14484,895,13910,27
2024/6/14 7:54,14200,14484,893,13910,27
2024/6/14 8:52,14200,14484,891,13910,25
2024/6/14 9:53,14200,14484,891,13910,25
2024/6/14 10:55,14200,14484,890,13940,26
2024/6/14 11:55,14150,14484,888,13930,25
2024/6/14 12:56,14150,14484,885,13930,25
